"identificador","nombre","baños","dormitorios","precio"
9422560,"Luxurious appartment + roof terrace","1.0",1,150
6997706,"Super Modern Studio in Amsterdam","1.0",0,77
3557029,"Colourful penthouse & roofterrace","1.0",2,120
7259808,"BRAND NEW & LUXURY STUDIO PARK5€p/d","1.0",0,93
4181900,"A perfect place for a short stay","1.5",1,61
1558903,"Houseboat with garden - near centre","1.0",1,146
9179210,"Feeling at Home near Westerpark","1.0",1,75
13289746,"TRENDY apt. with bath and balcony!","1.0",3,159
10798731,"Cozy room in trendy neigbourhood","1.5",1,50
443995,"Go A'dam! Including private garden","1.0",1,120
6407747,"A spacious, light family house","1.0",2,160
13321784,"Spacious apartment close to city centre","1.0",2,140
7718405,"Cosy, clean and beautiful shared apartment.","1.0",1,140
6735340,"Apartment in Amsterdam","1.0",2,120
10700080,"Amsterdam view studio appartmentvie","1.0",0,60
8078616,"Cozy and quiet apt","1.0",1,52
2180355,"Spacious apartment","1.0",1,120
6212175,"Perfect apartment near city centre","1.0",1,111
4147743,"One-bedroom apartment near centre.","1.0",1,99
5196304,"Comfortable, modern apartment","1.0",1,99
6015470,"Spacious apartment in Amsterdam :)","1.0",2,125
11810432,"MODERN apt with great views!","1.0",1,99
9389817,"Cosy All-in Appartment @ Amsterdam","1.0",2,111
6440123,"Amsterdam Design Canal House","0.5",1,125
13246655,"Spacious apartment West","1.0",1,100
8143925,"spacious apartment Amsterdam-West","1.0",1,150
6243371,"Spacious Apartment @ Westerpark","1.0",1,99
12862423,"FANTASTIC home, 3 bedroom + garden!","1.0",3,149
11387841,"Spacious room in cosy apartment","1.0",1,60
9221618,"Modern & Clean! 15min to Central","1.0",0,100
9194735,"SolebaasRoom","1.0",1,60
3159928,"Comfortable and bright apartment!!","1.0",1,95
4375947,"Apartment in Amsterdam West","1.0",2,75
13059428,"Cosy, light, quite apartment","1.0",2,216
12534679,"❤️charming room near the citycenter","1.0",1,49
10936455,"Modern Studio","1.0",1,65
11027012,"COZY and WARM Apt wit BALCONY","1.5",1,59
10338844,"Aan de Erasmuspark","1.0",1,55
1149694,"Cosy apartment in center","1.0",1,74
9191833,"Lovely apartment across the park","1.0",1,95
1327453,"My Moneyhouse.","1.5",1,95
13721659,"Charming apartment Charlotte Bourbon","1.0",1,129
13287615,"Cosy apartment with terrace and garden!","1.0",2,120
2343032,"Excellent Apt @ Westerpark","1.5",1,75
11520797,"Bright room in Amsterdam","1.0",1,95
6111912,"top floor apartment with balcony","1.0",2,140
10601129,"Comfy apartment with canal view","1.0",1,100
8045208,"Feel at home in Amsterdam","1.0",1,100
5128825,"Great classic modern family home","1.5",4,180
10175086,"Studio in Amsterdam","1.0",1,125
11288652,"Bright Studio with Great View.","1.0",0,95
3719228,"Sunny Studio for rent in Amsterdam.","1.0",0,107
8142891,"Comfy appartment with terrace","1.0",2,181
3677036,"Comfortable city pad with garden","1.0",1,120
7061139,"Nice family home with sunny garden","1.0",2,200
4890999,"Great Apartment close to the centre","1.5",2,119
6504693,"Cosy house with cats &  garden","1.0",1,130
9603793,"PENTHOUSE | 2 bedroom | CITY CENTER","1.0",2,99
6110848,"Cozy appartement near City centre","1.0",1,79
4829198,"Penthouse with panoramic view","1.0",1,90
6635041,"Elegant home with sunny garden","1.0",1,93
4242975,"Lovely spacious apartment","1.0",3,160
2014705,"Spacious penthouse near city center","1.0",2,115
7585174,"Bright and cosy apartment","1.0",1,120
12500332,"Spacious 2 bedroom apartment near city centre","1.0",2,85
7781738,"Sunny & Bright apt in Wild West","1.0",1,111
7845091,"Cute studio apartment","1.0",0,94
12238727,"Fabulous apt 15 min from center","1.5",2,75
12002971,"Special Art room in Amsterdam","1.0",1,100
13090647,"Charming room near the city centre","1.0",1,45
10010413,"Great apartment in Amsterdam-West","1.0",1,75
1031419,"Near Centre; 2 bikes + Roof Terrace","1.0",1,99
6011993,"Cosy room perfect for a great stay","1.0",1,69
10992459,"Appartement Amsterdam West","1.0",1,70
3627432,"spacious apartment next to park","1.0",2,70
13646436,"Comfortabel apartment with small garden","1.0",1,99
3754415,"Large Self-Cateringapt -Adam Centre","1.0",2,85
702894,"Cozy and light, 96 m², with bikes!","1.5",2,175
6371658,"Quiet clean apartment with balcony.","1.0",1,130
6240520,"Nice apartment close to city centre","1.0",1,185
7944329,"Cosy trendy apt.  near westerpark","1.0",1,99
12499075,"Stunning APT NEAR CENTER |ROOF TERRRACE","1.0",2,164
11417729,"Bright guest room Amsterdam BoLo","1.0",1,50
1521776,"Sunny appartment with roof terrace","1.5",1,120
3487507,"Renovated Studio for rent!","1.0",0,81
11254137,"CENTRAL APARTMENT WEST","1.0",1,85
13220211,"Full of dedication & passion renovated apartment!","1.0",1,98
13384048,"Vintage appartement in Amsterdam inclusive 2 bikes","1.0",1,100
734886,"Roof Terrace Apartm w. parking","1.0",2,130
2405985,"Cosy guest room near city centre -2","1.0",1,65
7648868,"Private bedroom available","1.0",1,80
10225933,"Great apartment in Amsterdam","1.0",1,75
7648802,"Bright 3R apartment close to centre","1.0",1,120
1316641,"Modern, trendy apt., populair area","1.0",1,93
7616030,"Lovely renovated light apartment!","1.0",1,99
9209591,"Warm appartement in Amsterdam","1.0",1,65
570673,"House in Amsterdam West","1.0",1,65
2552703,"Beautiful room by Westerpark","1.0",1,95
11384906,"Just renovated bright apartment!","1.0",1,111
10565705,"Charming appartment Amsterdam","1.0",1,75
11483196,"PANORAMIC CITY APARTMENT","1.0",1,79
12826569,"Lovely complete studio","1.0",0,80
13420865,"Lovely modern studio in upcoming neighborhood","1.0",0,90
12793727,"Big 2 bedroom apt. near city centre","1.0",2,111
3290970,"Nice interdipend studio-Erasmuspark","1.0",1,36
13087947,"New studio for rent!","1.0",0,95
9286856,"Modern space near Amsterdam Centre","1.0",0,80
2733238,"Lovely cityhouse with sunny garden","1.0",3,115
8336517,"BEAUTIFUL Balcony apartment!!!","1.0",1,85
3880031,"Renovated , bright, cosy, apartment","1.0",1,115
10204197,"New Studio in Amsterdam","1.0",0,149
11613014,"Nice and cosy ap with balconies","1.0",1,90
505289,"B&B. Specious privet room. WI-FI","1.5",1,70
1488314,"Licht appartement dichtbij centrum","1.0",1,99
13247868,"Nice & Cosy 3 room apartment in Amsterdam Old West","1.0",2,100
1771760,"B&B garden room  - green & bright!","1.0",1,75
6534550,"Beautiful, spacious apartment","1.0",1,100
12039569,"Gezellig appartement in Amsterdam","1.0",1,85
9209988,"Modern stylish 37 m2 studio","1.0",1,91
10728205,"Charming apartment near city center","1.0",2,181
11317998,"Private room Amterdam near centre.","1.0",1,35
10334918,"Cosy Amsterdam Apartment","1.0",2,90
5026429,"Colorful City apartment","1.0",1,80
1533113,"View on the canal, be welcome!","1.0",2,95
12300755,"Beautiful apartment near centre","1.0",1,85
6796289,"Lovely apartment in Amsterdam","1.0",1,95
8238041,"Beautiful apartment in Amsterdam","1.0",0,150
1586071,"Sunny studio w. kitchen/shower/WC","1.0",1,67
11252596,"Nice sunny apartment in A'dam west","1.0",2,140
12300663,"Apartment (3 rooms) in Amsterdam","1.0",1,98
7778480,"Nice apartment close to Westerpark","1.0",1,79
1159283,"family house in amsterdam","1.5",3,125
7221345,"Spacious, cosy room. Sleeps up to 3","2.0",1,65
12103761,"Cosy and clean appartment + garden!","1.0",1,85
8958006,"Sunny apartment nearby Jordaan","1.0",1,111
6970708,"spacious, light, modern apartment","1.0",2,140
372722,"Nice sunny apartment with garden!","1.0",1,89
13545457,"Beautiful bright apartment with sunny balcony","1.0",1,99
1585086,"Lovely apartment with terrace&bikes","1.0",1,100
3780459,"Big childfriendly apt close to city","1.5",3,125
5058396,"Spacious apartment,near westerpark","1.0",1,50
8681273,"Garden house in historic Sloterdijk","1.0",2,175
2836447,"Superb modern appartm near center","1.0",2,120
5025456,"Modern, spacious apt. incl. parking","1.0",2,139
3109476,"Lovely apartment with two balconies","1.0",1,79
13671654,"Light, spacious & cosy apartment with balcony","1.0",1,80
8989121,"Big apartment with great view","1.0",3,149
1977828,"Spacious apt 15 min from center","1.0",1,85
404950,"Sunny and quiet apartment on canal","1.0",1,100
7089508,"Studio apartment in West-Amsterdam","1.0",0,80
1447217,"Cozy, cheap bedroom (ladies only)","1.0",1,50
6532120,"Modern app 10 min. walk to Jordaan","1.0",2,99
3437051,"Beautiful modern appartment","1.0",1,70
7221754,"Great apartment with roof terrace!","1.0",1,200
7449504,"Modern flat, light and spacious","1.0",1,75
10431297,"Great (Family) app, near citycentre","1.0",3,180
2534166,"Room to Rent Amsterdam","1.0",1,50
7325444,"Nice complete studio for rent 29m2","1.0",0,80
10405631,"2-person apartment in vibrant West","1.5",1,100
13445599,"Cozy studio in Amsterdam","1.0",1,79
2009525,"Amazing 2p Apartment w Roof Terrace","1.0",1,70
13774068,"Cute apartment in BOLO","1.0",1,90
8301683,"Appartement in lively neighbourhood","1.0",2,100
7449655,"Apartment 15 mins from city centre","1.0",1,75
12201001,"Modern 1 bedroom with garden.","1.0",1,60
2206038,"Lovely appartement in Center!","1.0",2,150
7711020,"Cosy house with sunny garden","1.0",2,125
13218074,"Comfortable good located private studio 28m2","1.0",0,75
8726116,"Bright Double Room, 1st floor apt","1.0",1,80
8037965,"Room for 2 in Amsterdam","2.0",1,68
1485477,"Green Eco Urban Apartment 125sqm","1.0",3,160
1976953,"Appartment Amsterdam West","1.0",1,87
5286518,"Sunny Penthouse with large Terrace","2.0",1,97
11250293,"MODERN APT | OUTSIDE TERRACE","1.0",1,149
13313569,"Spacious apartment with two separate bedrooms","1.0",2,144
6268456,"Lovely Landlust apartment","1.0",1,125
13310895,"Lovely apartment with garden and BBQ!","1.0",1,100
6104587,"Cosy and light house next to parc","1.0",2,125
13477336,"West Side Story - your dream Amsterdam getaway!","1.0",1,85
107966,"Light & comfy home base for AMS!","1.0",1,119
11019641,"Spacious room close to city center","1.0",1,68
1618106,"Nice and cosy room in Amsterdam","1.0",1,55
13693307,"Light & Cosy apartment Amsterdam","1.0",1,81
13052118,"Beautiful, cosy apartment in West","1.0",1,100
10432888,"Tantalising Trouringhstraat","1.0",1,98
8300750,"Spacious apartment close to centre","1.0",1,100
4368268,"Nice, cozy and characteristic apt.","1.0",2,90
8562459,"Cozy 3-room apartment by Westerpark","1.0",1,80
8857282,"Luxurious 2p apmnt in popular west","1.0",1,136
2663416,"Cosy unique studio","0.5",0,60
13509588,"Modern apartment for two in Amsterdam","1.0",1,70
762777,"Well Located & Charming + Garden","1.0",2,100
9741194,"Cozy top-floor city apartment","1.0",1,90
6738367,"Beautiful quiet room","1.0",1,50
8527964,"Modern and relaxing in Amsterdam","1.0",2,117
5971987,"Cosy apartment with canal&parkview","1.0",1,80
2465800,"Spatious private appartment","1.0",1,125
3352657,"Lovely apartment with Roof terrace","1.0",1,95
6989844,"Cozy room ""across"" the garden","1.0",1,75
9722875,"90 m2 place with wonderful view","1.0",1,78
6694857,"Topfloor apartment in domestic area","1.0",1,85
12863137,"Fab City Apartment","1.0",1,75
11183459,"Specious Design Apartment","1.0",1,100
8856900,"Cosy 2-bedroom apartment | balcony","1.0",2,129
13289011,"LOVE SUITE","1.0",1,75
11997171,"Room in Amsterdam","1.5",1,70
13475826,"Greenvana","1.0",1,66
13737848,"Small room in a girls house, Amsterdam West","1.5",1,40
8101745,"Nice quiet room incl 2 bikes","1.0",1,69
3735239,"Spacious & light 2 b-room apartment","1.0",2,100
635019,"Beautiful & light apt, huge garden!","1.0",1,100
1057477,"Happy home! Feel Welcome & Relaxed","1.0",1,125
12133032,"Lovely appartement near the center!","2.0",1,160
7942470,"Light and cosy apartment","1.0",1,80
11215477,"West City apartment Amsterdam","1.0",1,150
6300177,"Spacious room near the city centre","1.0",1,97
841541,"3-room apartment in Amsterdam-West","1.0",1,79
9674954,"Bright city-view 2p apartment","1.0",0,80
5054600,"Bright apartment in Amsterdam!","1.0",1,99
41075,"Lovely apartment near Westerpark","1.0",2,70
4005349,"Licht appartement aan de gracht!","1.0",1,190
13409757,"Laidback BoLo","2.0",2,105
13704654,"Spacious family apartment (98m2) near city centre","1.0",2,130
13737420,"Amsterdam Family apartment near playground/park","1.0",2,150
12787128,"BIG ROOM WITH SUNNY BALCONY","1.0",1,60
5970916,"Spacious & child friendly house!","2.0",3,160
12941208,"Private quite bedroom with garden","1.0",1,55
3054700,"Beautiful apartment with garden","1.0",1,80
2726977,"Sunny Room ! Amsterdam Westside","1.0",1,75
8363066,"Brand new apartment close to centre","1.0",1,95
7647316,"Brand new studio in Bos en Lommer","1.0",0,120
13594703,"Awesome Studio by Westerpark! (free parking)","1.0",1,85
7381456,"Bright Amsterdam studio","1.0",0,70
4599882,"Penthouse with 40m2 rooftop terrace","1.0",1,120
12668285,"Modern apartment near the city","1.0",1,120
11781419,"A Modern and Bright place to be! :)","1.0",1,75
597731,"stylish apt. with garden 3BR 2BATH","2.0",3,120
8724186,"Light apartment with 2 balconies, incl. 2 bicycles","1.0",1,120
9641666,"Cozy place with balcony","1.0",1,90
12753962,"Spacious apartment in city centre","1.0",2,100
1986095,"Fresh homey space in vibrant west","1.0",1,45
2747704,"Affordable design apartment (for4+)","1.0",3,200
4463527,"Private apartment next to park","1.0",1,74
13375308,"Beautiful and cosy apartment on perfect location !","1.0",1,130
957105,"Spacious appartment near the centre","1.0",1,86
5420530,"Cozy room with a balcony Ams-West","1.0",1,80
8363205,"Small apartment in Amsterdam West","1.0",1,76
13523482,"Lovely cosy studio.","1.0",1,89
11016772,"Compact room close 2 the CityCentre","1.0",1,35
8395296,"Wonderful, light and clean apartment!","1.0",2,125
5609981,"Clean and bright apartment","1.0",1,80
12196335,"Light and spacious, close to center","1.0",1,95
8056566,"Enjoy Amsterdam, Experience It!","1.0",1,50
12064679,"Nice apartment with roof terrace","1.0",1,80
1940203,"Nice  studio in Westerpark","1.0",1,49
13001861,"Attractive apartment near Jordaan","1.0",1,75
1120077,"Beautiful apartment in Amsterdam!","1.0",1,89
11605832,"Light and cosy apartment","1.0",1,79
13230150,"3 BEAUTIFUL ROOMS NEAR CENTRE","1.0",1,300
1644337,"Amsterdam at your feet","1.0",0,75
11114230,"Unique, Light, Centre/West & Cozy!","1.0",1,89
1676883,"Clean appartment with garden!","1.0",1,75
12694396,"Appartement aan het Westerpark","1.0",1,99
2954775,"Stylish app on ground floor","1.0",1,89
13408643,"Luxurious design apartment in trendy BoLo","1.0",1,121
104800,"well located apartment Amsterdam","1.0",2,125
9995295,"Modern and cozy apartment","1.5",1,108
11297771,"Bed and breakfast with airbnb","1.0",1,120
6057672,"ground floor app. 3p | SUNNY GARDEN","1.0",1,80
3654677,"Private room near city centre","1.0",1,65
1513512,"Comfortable and bright apartment","1.0",2,89
10622928,"Bright modern apartment in West","1.0",1,88
4003352,"Spacious modern apartment","1.0",1,95
431635,"Sunny apartment with cat","1.0",2,35
10065422,"Spacious, light and hip apartment","1.0",1,120
10360276,"Amsterdam,centre:15min, newly build","1.0",1,75
11933006,"Cosy apartment for 2people with garden","1.0",1,110
7607548,"Very comfortable and bright flat!","1.5",1,80
10852637,"a studio in artist complex","4.0",1,60
8624407,"Great location, bright, atmosphere!","1.0",1,90
9148644,"Cosy & clean apartment in Amsterdam","1.0",2,111
13211266,"Modern Apartment near Amsterdam city centre","1.0",1,190
9322153,"spacious, cozy, quiet apartment","1.0",1,70
6722535,"private room in top floor apartment","1.0",1,75
2888548,"Large luxury apartment w/big garden","1.0",2,125
5313371,"Lovely apartment Amsterdam West","1.0",1,89
2817460,"Sunny home overlooking the park","1.0",2,111
6427406,"Beautiful bright apartment","1.0",1,79
660782,"A very nice room in Amsterdam West","0.0",1,80
8378590,"House on first floor with garden !!","1.0",2,160
5313835,"Modern City Penthouse + Roofterrace","1.0",2,137
13440282,"Stylish complete studio for rent!","1.0",1,75
13506674,"Bright & spacious apartment with rooftop terrace!","1.0",1,95
11178645,"nice big sunny apartment @ ASD West","1.0",2,90
12849552,"Sunnny apartment for 3 to 4 persons","1.5",2,125
6919022,"Room in a spacious appartement","1.0",1,50
13570310,"Nice apartment with Garden Suite!","1.0",1,150
4165873,"Comfortable apartment A'dam-West","1.0",1,103
10817774,"Bright & quiet flat with a terrace","1.0",2,146
9670793,"Modern apartement in upcoming area in Amsterdam","1.0",1,79
13668247,"Beautiful apartment near Sloterdijk Station","1.0",1,85
9277306,"Nice new studio in Bos en Lommer","1.0",0,111
9507284,"Nice Appartment with garden","1.0",1,150
11747974,"Thailand apartment Amsterdam","1.0",1,150
2789134,"""Gezellige"" room in Amsterdam West","1.0",1,55
11603662,"Nicely renovated apartment","1.0",2,130
920865,"2 room studio -10 minute DAM square","1.5",2,146
4042196,"3 pers apartment close/west-centre","1.5",2,199
10227700,"Leuke Kamer","1.0",1,120
1639079,"studio in amsterdam west","1.0",0,75
12845731,"Modern and very bright apartment!","1.0",1,100
13634709,"Summer in Amsterdam? Bright room in shared flat","1.0",1,35
789630,"apartment near center Amsterdam","1.0",1,111
10750881,"Nice apartment and parking","1.0",1,150
1021761,"Modern and spacious appartment!","1.0",2,64
7966277,"All new Spacious Studio","1.0",1,94
7015967,"Comfortable stay 10min from Jordaan","1.0",1,95
